College_Name,Zone ,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life
Institute of Professional Education and Research ,Central,Madhya pradesh,Commerce,"1,74,176",0,8.5,9,7.5,9,8.2,8,9.2
"DAVV Mateshwari Sugni Devi Girls College, Indore ",Central,Madhya pradesh,Arts,0,0,0,0,0,0,0,0,0
Islamia Karimia College ,Central,Madhya pradesh,Arts,"8,352","9,900",5.9,6,5.5,8,5.5,4.5,6
Institute for Excellence in Higher Education ,Central,Madhya pradesh,Arts,"18,882","19,707",7.2,7.9,6.5,7.9,7,6.7,7.4
Government M L B Girls PG College ,Central,Madhya pradesh,Arts,0,0,6.9,7.1,6.5,7.4,6.5,5.8,7.8
"Government Maharani Laxmi Bai Girls PG College, ",Central,Madhya pradesh,Arts,"1,250","1,370",0,0,0,0,0,0,0
Barkatullah University ,Central,Madhya pradesh,Arts,"9,795","7,795",6.9,7.3,6.1,7.4,6.9,6,7.5
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Central,Madhya pradesh,Arts,"10,100","10,250",7.7,8.3,6.3,8.7,7.3,7.8,7.9
Madhya Pradesh Bhoj (Open) University ,Central,Madhya pradesh,Arts,"3,612","6,900",7.8,8.6,7.4,8.7,7.5,7.6,7.2
"Rajeev Gandhi College, Bhopal ",Central,Madhya pradesh,Arts,"10,000",0,6.7,7,5.9,7.3,7.1,5.6,7.2
"RKDF University, Bhopal ",Central,Madhya pradesh,Arts,"50,000","10,000",7.6,8,7,7.8,8,6.5,8.2
"Govt Girls PG College, Chhatarpur ",Central,Madhya pradesh,Arts,0,0,0,0,0,0,0,0,0
"Indore Christian College, Indore ",Central,Madhya pradesh,Arts,"10,300","11,300",0,0,0,0,0,0,0
"Government Hamidia Arts And Commerce College, Bhopal ",Central,Madhya pradesh,Arts,"2,044","1,860",7.4,7.9,5.5,8.8,8.1,6.3,8
Indian Institute of Technology ,Central,Madhya pradesh,Arts,"78,800",0,8,8.4,7.6,8.1,7.7,7.8,8.4
Indian Institute of Forest Management ,Central,Madhya pradesh,Arts,"1,75,000",0,9,9,9.1,9,9.3,8.5,9.1
Prestige Institute of Management and Research ,Central,Madhya pradesh,Arts,0,0,7.9,8.2,7,8.4,7.3,7.7,8.5
Institute of Business Management & Research ,Central,Madhya pradesh,Arts,0,0,8.4,8.3,8,8.6,9,7.8,8.9
"M.B. Khalsa College, Indore ",Central,Madhya pradesh,Arts,0,0,6.6,6.7,5.2,7.8,7.1,5.7,7
"Amity University, Gwalior ",Central,Madhya pradesh,Arts,"64,000","64,000",8.6,8.8,8.5,8.4,9.3,8,8.3
"Devi Ahilya Vishwavidyalaya, Indore ",Central,Madhya pradesh,Arts,"24,500","24,500",7.5,8,6.5,7.8,7.5,7,7.9
"Altius Institute of Universal Studies, Indore ",Central,Madhya pradesh,Arts,"41,500",0,9,9,8,0,0,0,0
Regional Institute of Education ,Central,Madhya pradesh,Arts,"14,300","3,430",8.6,9,8.3,8.5,8.9,8.4,8.2
Indira Gandhi National Tribal University ,Central,Madhya pradesh,Arts,"6,700","25,600",7.5,7.5,7.3,8.4,7.9,5.9,7.9
Awadhesh Pratap Singh University ,Central,Madhya pradesh,Arts,"12,000","16,000",7.1,7.9,6.5,8.1,7.2,5.3,7.3
"Career College, Bhopal ",Central,Madhya pradesh,Arts,"10,000","10,000",8.3,8.4,7.6,8.7,8.3,8.4,8.3
Jagran Lakecity University ,Central,Madhya pradesh,Arts,"47,500","1,10,000",8,8,7.9,7.8,8.6,7.4,8.1
LNCT University ,Central,Madhya pradesh,Arts,"10,000","15,000",9,9,8.8,9.3,8.8,8.9,8.9
"Avantika University, Ujjain ",Central,Madhya pradesh,Arts,0,0,9.1,9.3,8.5,9.3,8.5,9.5,9.2
Pandit S. N. Shukla University Shahdol ,Central,Madhya pradesh,Arts,"32,000",500,8.1,8.2,7.7,8.5,8.2,7.4,8.4
Institute of Hotel Management ,Central,Madhya pradesh,Hotel-management,"68,935","64,900",8.3,8.5,8.2,8.9,8.5,8.3,7.6
Institute of Hotel Management ,Central,Madhya pradesh,Hotel-management,"98,700",0,8.3,7.9,8.2,8.8,7.5,8.8,8.3
Institute for Excellence in Higher Education ,Central,Madhya pradesh,Hotel-management,"8,000",800,7.2,7.9,6.5,7.9,7,6.7,7.4
Awadhesh Pratap Singh University ,Central,Madhya pradesh,Hotel-management,"50,000",0,7.1,7.9,6.5,8.1,7.2,5.3,7.3
Jagran Lakecity University ,Central,Madhya pradesh,Hotel-management,"1,25,000","3,00,000",8,8,7.9,7.8,8.6,7.4,8.1
LNCT University ,Central,Madhya pradesh,Hotel-management,"30,000","45,000",9,9,8.8,9.3,8.8,8.9,8.9
Sardar Patel University ,Central,Madhya pradesh,Hotel-management,"51,000",0,7.9,7.9,7.4,8.4,8,7.7,8
Shri Krishna University ,Central,Madhya pradesh,Hotel-management,"29,500","50,000",8.1,8.1,7.4,8.3,8.5,8,8
"People's University, Bhopal ",Central,Madhya pradesh,Hotel-management,"57,700","31,500",7,6.7,6.6,7.5,7.2,6.6,7.4
"Swami Vivekanand University, Sagar ",Central,Madhya pradesh,Hotel-management,"44,000","32,100",6.3,6.9,5,7,6.4,5.6,6.6
Pioneer Institute of Professional Studies ,Central,Madhya pradesh,Hotel-management,"1,28,500",0,7,7.5,5.9,8.6,6.8,5.4,7.6
Bhabha University ,Central,Madhya pradesh,Hotel-management,"70,000",0,9,9.4,8.8,9,9.3,8.7,8.9
"Panache Academy, Indore ",Central,Madhya pradesh,Hotel-management,"1,19,000","69,000",0,0,0,0,0,0,0
P.K. University ,Central,Madhya pradesh,Hotel-management,"55,400",0,9.3,0,0,0,0,0,0
"Mansarovar Group of Institutions, Bhopal ",Central,Madhya pradesh,Hotel-management,0,0,0,0,0,0,0,0,0
"IPS Academy, Indore ",Central,Madhya pradesh,Hotel-management,0,0,7.6,7.7,7.1,7.5,8,7.2,7.8
Indian School of Business Management and Administration ,Central,Madhya pradesh,Hotel-management,"14,900","14,900",0,0,0,0,0,0,0
Central India Institute of Management Studies ,Central,Madhya pradesh,Hotel-management,"11,500",0,0,0,0,0,0,0,0
Swastika Institute Of Higher Education and Technology ,Central,Madhya pradesh,Hotel-management,0,0,0,0,0,0,0,0,0
Radha Krishan Institute of Technology & Management ,Central,Madhya pradesh,Hotel-management,"24,250",0,0,0,0,0,0,0,0
"Institute of Industrial Management for Safety, Health ",Central,Madhya pradesh,Hotel-management,"25,100",0,0,0,0,0,0,0,0
"Arihant Education Group, Indore ",Central,Madhya pradesh,Hotel-management,0,0,7.8,8.1,7.7,8.2,7.9,7,8.1
Jiwaji University ,Central,Madhya pradesh,Hotel-management,"46,320","36,855",6.6,6.8,6.7,6.7,7.1,5.5,6.5
Vikram University ,Central,Madhya pradesh,Hotel-management,"10,521",0,6.7,7.6,6.2,7.3,6.9,5,7.2
Sri Satya Sai University of Technology & ,Central,Madhya pradesh,Hotel-management,"62,000",0,8.3,8.3,8.3,8.3,8.7,7.9,8.5
Kothari College Of Management Science & Technology ,Central,Madhya pradesh,Hotel-management,0,0,6.7,7,6,9,6,5,7
State Institute of Hotel Management ,Central,Madhya pradesh,Hotel-management,"96,200","24,250",8.3,8.8,7.8,8.5,8,8.5,8.3
"Central Institute of Agricultural Engineering- [CIAE], Bhopal ",Central,Madhya pradesh,Agriculture,0,0,0,0,0,0,0,0,0
Jawaharlal Nehru Krishi Vishwa Vidyalaya ,Central,Madhya pradesh,Agriculture,"49,411","36,752",7.9,8.2,7.5,8.7,7.7,7,8.4
"RKDF University, Bhopal ",Central,Madhya pradesh,Agriculture,"60,000","1,50,000",7.6,8,7,7.8,8,6.5,8.2
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Central,Madhya pradesh,Agriculture,"27,620","20,795",8.2,9,7,8.5,8,8,8.6
Rabindranath Tagore University ,Central,Madhya pradesh,Agriculture,"55,000","55,000",7.7,8,7.4,7.8,8.6,6.4,7.8
Barkatullah University ,Central,Madhya pradesh,Agriculture,0,0,6.9,7.3,6.1,7.4,6.9,6,7.5
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Central,Madhya pradesh,Agriculture,"6,600",0,7.7,8.3,6.3,8.7,7.3,7.8,7.9
Madhya Pradesh Bhoj (Open) University ,Central,Madhya pradesh,Agriculture,"10,380",0,7.8,8.6,7.4,8.7,7.5,7.6,7.2
LNCT University ,Central,Madhya pradesh,Agriculture,"60,000",0,9,9,8.8,9.3,8.8,8.9,8.9
"SAGE University, Bhopal ",Central,Madhya pradesh,Agriculture,"95,000",0,8.7,8.8,8.4,8.8,8.7,8.7,8.9
"SAGE University, Indore ",Central,Madhya pradesh,Agriculture,"85,000",0,8.7,8.7,7.9,8.8,9.2,8.5,9
Sardar Patel University ,Central,Madhya pradesh,Agriculture,"61,500","68,300",7.9,7.9,7.4,8.4,8,7.7,8
Oriental University ,Central,Madhya pradesh,Agriculture,"50,000",0,7.2,7.5,6.7,7.2,7.7,7.1,7.1
Shri Krishna University ,Central,Madhya pradesh,Agriculture,"1,06,000","94,000",8.1,8.1,7.4,8.3,8.5,8,8
AKS University ,Central,Madhya pradesh,Agriculture,"59,000","54,000",7.3,7.8,5.9,8.2,7.6,6.9,7.4
"ITM University, Gwalior ",Central,Madhya pradesh,Agriculture,"1,30,000","85,000",7.6,7.9,7,7.6,8.1,7.2,8
"Medi-Caps University, Indore ",Central,Madhya pradesh,Agriculture,"85,000",0,7.4,7.6,6.3,7.5,7.9,7.4,7.6
"Swami Vivekanand University, Sagar ",Central,Madhya pradesh,Agriculture,"54,500","59,500",6.3,6.9,5,7,6.4,5.6,6.6
Pioneer Institute of Professional Studies ,Central,Madhya pradesh,Agriculture,"31,500",0,7,7.5,5.9,8.6,6.8,5.4,7.6
Bhabha University ,Central,Madhya pradesh,Agriculture,"43,000","55,000",9,9.4,8.8,9,9.3,8.7,8.9
Sarvepalli Radhakrishnan University ,Central,Madhya pradesh,Agriculture,"73,000","17,000",7.4,7.9,6.3,7.8,7.1,7.4,8.1
"Renaissance University, Indore ",Central,Madhya pradesh,Agriculture,"60,000","58,000",8.9,9,8.9,9,9.1,9,8.4
Madhyanchal Professional University ,Central,Madhya pradesh,Agriculture,"50,000",0,6.5,7,5.6,7.2,6.8,5.4,6.8
"IES University, Bhopal ",Central,Madhya pradesh,Agriculture,"60,000",0,7.3,8,4,8.1,7,7.9,9
P.K. University ,Central,Madhya pradesh,Agriculture,"45,400","40,000",9.3,0,0,0,0,0,0
"Mansarovar Group of Institutions, Bhopal ",Central,Madhya pradesh,Agriculture,0,0,0,0,0,0,0,0,0
Dr. C.V. Raman University ,Central,Madhya pradesh,Agriculture,"70,000",0,0,0,0,0,0,0,0
"Medi-Caps Institute Of Science & Technology- [MIST], ",Central,Madhya pradesh,Agriculture,0,0,6.3,8,6,5,8,6,5
Central India Institute of Management Studies ,Central,Madhya pradesh,Agriculture,"11,500",0,0,0,0,0,0,0,0
Sri Aurobindo Institute of Medical Sciences ,Central,Madhya pradesh,Medical,"8,67,000","16,50,000",7.8,8.7,6.9,8.2,8.7,8.1,6.2
Rabindranath Tagore University ,Central,Madhya pradesh,Medical,"15,000","60,000",7.7,8,7.4,7.8,8.6,6.4,7.8
"Rajeev Gandhi College, Bhopal ",Central,Madhya pradesh,Medical,0,0,6.7,7,5.9,7.3,7.1,5.6,7.2
Institute for Excellence in Higher Education ,Central,Madhya pradesh,Medical,"8,000",0,7.2,7.9,6.5,7.9,7,6.7,7.4
Government M L B Girls PG College ,Central,Madhya pradesh,Medical,0,0,6.9,7.1,6.5,7.4,6.5,5.8,7.8
"Devi Ahilya Vishwavidyalaya, Indore ",Central,Madhya pradesh,Medical,"34,500",0,7.5,8,6.5,7.8,7.5,7,7.9
Barkatullah University ,Central,Madhya pradesh,Medical,"14,450","7,450",6.9,7.3,6.1,7.4,6.9,6,7.5
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Central,Madhya pradesh,Medical,"6,600","9,500",7.7,8.3,6.3,8.7,7.3,7.8,7.9
"Career College, Bhopal ",Central,Madhya pradesh,Medical,"56,000","75,000",8.3,8.4,7.6,8.7,8.3,8.4,8.3
"RKDF University, Bhopal ",Central,Madhya pradesh,Medical,"40,000","1,50,000",7.6,8,7,7.8,8,6.5,8.2
LNCT University ,Central,Madhya pradesh,Medical,"1,10,000","26,000",9,9,8.8,9.3,8.8,8.9,8.9
Sardar Patel University ,Central,Madhya pradesh,Medical,"16,000",0,7.9,7.9,7.4,8.4,8,7.7,8
Shri Krishna University ,Central,Madhya pradesh,Medical,"17,500",0,8.1,8.1,7.4,8.3,8.5,8,8
AKS University ,Central,Madhya pradesh,Medical,"40,000",0,7.3,7.8,5.9,8.2,7.6,6.9,7.4
"ITM University, Gwalior ",Central,Madhya pradesh,Medical,"25,000","35,000",7.6,7.9,7,7.6,8.1,7.2,8
"People's University, Bhopal ",Central,Madhya pradesh,Medical,"40,000","80,000",7,6.7,6.6,7.5,7.2,6.6,7.4
"Swami Vivekanand University, Sagar ",Central,Madhya pradesh,Medical,"23,100","22,600",6.3,6.9,5,7,6.4,5.6,6.6
Sarvepalli Radhakrishnan University ,Central,Madhya pradesh,Medical,"34,000","1,29,400",7.4,7.9,6.3,7.8,7.1,7.4,8.1
"Malwanchal University, Indore ",Central,Madhya pradesh,Medical,"60,650","12,50,700",7.4,7.7,7.3,7.3,7.3,7.7,7
"IES University, Bhopal ",Central,Madhya pradesh,Medical,"45,000",0,7.3,8,4,8.1,7,7.9,9
Vikrant Group of Institutions ,Central,Madhya pradesh,Medical,"30,000",0,9,9.4,8.5,9.1,9.6,8.7,8.9
"VISM Group of Studies, Gwalior ",Central,Madhya pradesh,Medical,"1,50,000",0,0,0,0,0,0,0,0
P.K. University ,Central,Madhya pradesh,Medical,"40,000","30,000",9.3,0,0,0,0,0,0
"Mansarovar Group of Institutions, Bhopal ",Central,Madhya pradesh,Medical,"2,14,000",0,0,0,0,0,0,0,0
Dr. C.V. Raman University ,Central,Madhya pradesh,Medical,"50,000","22,000",0,0,0,0,0,0,0
"LNCT Group of Colleges -[LNCT], Bhopal ",Central,Madhya pradesh,Medical,0,0,7.7,7.8,7,7.8,7.8,8,7.6
Shri Ramnath Singh Group of Colleges ,Central,Madhya pradesh,Medical,0,0,5.4,7,4.5,7.5,6.5,3,4
"NRI Vidyadayini Institute of Science, Management, and ",Central,Madhya pradesh,Medical,"65,000","65,000",7.2,7.8,6.5,7.3,7.8,6.5,7.3
Mansarovar Global University ,Central,Madhya pradesh,Medical,"56,000","56,000",7.6,7.8,6.3,7.3,8.5,8,7.7
"Hawabagh Women's College, Jabalpur ",Central,Madhya pradesh,Medical,0,0,0,0,0,0,0,0,0
"Devi Ahilya Vishwavidyalaya, Indore ",Central,Madhya pradesh,Pharmacy,"73,600","79,500",7.5,8,6.5,7.8,7.5,7,7.9
B.R. Nahata College of Pharmacy ,Central,Madhya pradesh,Pharmacy,"77,050","77,050",7.7,8,6.5,7,7.5,8,9
"Amity University, Gwalior ",Central,Madhya pradesh,Pharmacy,"94,000","75,000",8.6,8.8,8.5,8.4,9.3,8,8.3
Barkatullah University ,Central,Madhya pradesh,Pharmacy,"56,550","47,550",6.9,7.3,6.1,7.4,6.9,6,7.5
Indira Gandhi National Tribal University ,Central,Madhya pradesh,Pharmacy,"1,00,000","42,500",7.5,7.5,7.3,8.4,7.9,5.9,7.9
LNCT University ,Central,Madhya pradesh,Pharmacy,"30,000","1,10,000",9,9,8.8,9.3,8.8,8.9,8.9
Sardar Patel University ,Central,Madhya pradesh,Pharmacy,"1,16,000","61,500",7.9,7.9,7.4,8.4,8,7.7,8
Oriental University ,Central,Madhya pradesh,Pharmacy,"55,000","2,41,775",7.2,7.5,6.7,7.2,7.7,7.1,7.1
Shri Krishna University ,Central,Madhya pradesh,Pharmacy,"1,54,500","76,000",8.1,8.1,7.4,8.3,8.5,8,8
AKS University ,Central,Madhya pradesh,Pharmacy,"60,000","70,000",7.3,7.8,5.9,8.2,7.6,6.9,7.4
"Medi-Caps University, Indore ",Central,Madhya pradesh,Pharmacy,"95,000",0,7.4,7.6,6.3,7.5,7.9,7.4,7.6
"People's University, Bhopal ",Central,Madhya pradesh,Pharmacy,"1,00,000","66,000",7,6.7,6.6,7.5,7.2,6.6,7.4
"Swami Vivekanand University, Sagar ",Central,Madhya pradesh,Pharmacy,"32,600","59,000",6.3,6.9,5,7,6.4,5.6,6.6
"Acropolis Group of Institutions, Indore ",Central,Madhya pradesh,Pharmacy,"68,000","1,40,000",8.7,8.5,8.5,8.7,9,8.6,8.6
Shri Govindram Seksaria Institute of Technology and ,Central,Madhya pradesh,Pharmacy,"1,20,300","75,550",7.4,8,6.7,7.7,7,7.5,7.2
Bhabha University ,Central,Madhya pradesh,Pharmacy,"50,000","1,25,000",9,9.4,8.8,9,9.3,8.7,8.9
Shivajirao Kadam Institute of Technology & Management ,Central,Madhya pradesh,Pharmacy,"75,000","55,000",7.4,7.8,6.5,7.9,7.3,7.8,7.3
Sarvepalli Radhakrishnan University ,Central,Madhya pradesh,Pharmacy,"60,000","66,000",7.4,7.9,6.3,7.8,7.1,7.4,8.1
"Malwanchal University, Indore ",Central,Madhya pradesh,Pharmacy,"65,000",0,7.4,7.7,7.3,7.3,7.3,7.7,7
Madhyanchal Professional University ,Central,Madhya pradesh,Pharmacy,"70,000","60,000",6.5,7,5.6,7.2,6.8,5.4,6.8
"IES University, Bhopal ",Central,Madhya pradesh,Pharmacy,"65,000","75,000",7.3,8,4,8.1,7,7.9,9
Vikrant Group of Institutions ,Central,Madhya pradesh,Pharmacy,"40,000",0,9,9.4,8.5,9.1,9.6,8.7,8.9
"Chameli Devi Group of Institution, Indore ",Central,Madhya pradesh,Pharmacy,"72,000","48,300",8.4,8.5,7.9,8.7,8.8,8.1,8.4
"VISM Group of Studies, Gwalior ",Central,Madhya pradesh,Pharmacy,"55,000","39,000",0,0,0,0,0,0,0
P.K. University ,Central,Madhya pradesh,Pharmacy,"65,400","80,000",9.3,0,0,0,0,0,0
"Swami Vivekanand Group of Institutions, Indore ",Central,Madhya pradesh,Pharmacy,"1,40,000",0,7,7.3,5.6,7.4,8.3,6.9,6.4
"IPS Group of Colleges, Gwalior ",Central,Madhya pradesh,Pharmacy,"55,000","1,40,000",5.2,6.6,4.7,3,7.8,5,4.3
National Law Institute University ,Central,Madhya pradesh,Law,"1,49,500","1,89,500",8.4,8.6,7.9,7.9,9.1,8.5,8.4
Rabindranath Tagore University ,Central,Madhya pradesh,Law,"90,000","30,000",7.7,8,7.4,7.8,8.6,6.4,7.8
"Rajeev Gandhi College, Bhopal ",Central,Madhya pradesh,Law,"20,000","30,000",6.7,7,5.9,7.3,7.1,5.6,7.2
"Amity University, Gwalior ",Central,Madhya pradesh,Law,"64,000","90,000",8.6,8.8,8.5,8.4,9.3,8,8.3
"Career College of Law, Bhopal ",Central,Madhya pradesh,Law,"55,000","77,000",0,0,0,0,0,0,0
"Devi Ahilya Vishwavidyalaya, Indore ",Central,Madhya pradesh,Law,"52,600","23,500",7.5,8,6.5,7.8,7.5,7,7.9
Barkatullah University ,Central,Madhya pradesh,Law,"21,000","5,500",6.9,7.3,6.1,7.4,6.9,6,7.5
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Central,Madhya pradesh,Law,"17,250","36,600",7.7,8.3,6.3,8.7,7.3,7.8,7.9
Awadhesh Pratap Singh University ,Central,Madhya pradesh,Law,"16,000","12,000",7.1,7.9,6.5,8.1,7.2,5.3,7.3
Madhya Pradesh Bhoj (Open) University ,Central,Madhya pradesh,Law,"3,612",0,7.8,8.6,7.4,8.7,7.5,7.6,7.2
Bonnie foi College ,Central,Madhya pradesh,Law,"35,000",0,0,0,0,0,0,0,0
Jagran Lakecity University ,Central,Madhya pradesh,Law,"3,75,000","1,00,000",8,8,7.9,7.8,8.6,7.4,8.1
Narsee Monjee Institute of Management Studies -[NMIMS ,Central,Madhya pradesh,Law,"1,27,000",0,8.7,8.4,8.9,9.7,9.2,6.2,9.6
"RKDF University, Bhopal ",Central,Madhya pradesh,Law,"30,000","55,000",7.6,8,7,7.8,8,6.5,8.2
LNCT University ,Central,Madhya pradesh,Law,"33,000",0,9,9,8.8,9.3,8.8,8.9,8.9
"SAGE University, Indore ",Central,Madhya pradesh,Law,"45,000","60,000",8.7,8.7,7.9,8.8,9.2,8.5,9
Sardar Patel University ,Central,Madhya pradesh,Law,"51,500","66,500",7.9,7.9,7.4,8.4,8,7.7,8
Oriental University ,Central,Madhya pradesh,Law,"10,000","2,41,775",7.2,7.5,6.7,7.2,7.7,7.1,7.1
Shri Krishna University ,Central,Madhya pradesh,Law,"66,500","36,000",8.1,8.1,7.4,8.3,8.5,8,8
"People's University, Bhopal ",Central,Madhya pradesh,Law,"60,000","1,00,000",7,6.7,6.6,7.5,7.2,6.6,7.4
"Swami Vivekanand University, Sagar ",Central,Madhya pradesh,Law,"29,000","22,000",6.3,6.9,5,7,6.4,5.6,6.6
Bhabha University ,Central,Madhya pradesh,Law,"38,000",0,9,9.4,8.8,9,9.3,8.7,8.9
Sarvepalli Radhakrishnan University ,Central,Madhya pradesh,Law,"34,500",0,7.4,7.9,6.3,7.8,7.1,7.4,8.1
"Renaissance University, Indore ",Central,Madhya pradesh,Law,"30,000","50,000",8.9,9,8.9,9,9.1,9,8.4
"Indore Christian College, Indore ",Central,Madhya pradesh,Law,"31,000",0,0,0,0,0,0,0,0
IIT Bombay ,Western ,Maharashtra,Engineering,"2,28,000","32,000",8.9,9.3,7.9,8.7,8.9,9.1,9.2
Institute of Chemical Technology ,Western ,Maharashtra,Engineering,"85,350","70,750",8.7,9.1,8.1,8.9,8.7,8.4,9.1
Visvesvaraya National Institute of Technology ,Western ,Maharashtra,Engineering,"1,49,200","93,600",8.1,8.3,7.5,8,8.4,7.7,8.7
College of Engineering ,Western ,Maharashtra,Engineering,"40,500","64,500",8.6,8.7,8.2,8.1,8.5,8.7,9.1
Defence Institute of Advanced Technology ,Western ,Maharashtra,Engineering,"1,53,600","45,000",8.8,9,8.6,8.8,9,8.6,8.6
National Institute of Industrial Engineering ,Western ,Maharashtra,Engineering,"5,98,000","1,04,000",9,9,9,9,9,9.3,8.6
Army Institute of Technology ,Western ,Maharashtra,Engineering,"1,80,197","1,20,560",8.3,8,8.5,7.6,7.9,8.7,9
Bharati Vidyapeeth Deemed University ,Western ,Maharashtra,Engineering,"1,20,000","50,000",7.8,8.1,6.8,7.9,8.1,7.7,8.2
Veermata Jijabai Technological Institute ,Western ,Maharashtra,Engineering,"84,051","83,734",7.9,8.2,7.2,7.8,7.1,8.7,8.4
GH Raisoni College of Engineering ,Western ,Maharashtra,Engineering,"5,60,000","1,32,000",8.4,8.5,8,8.4,8.5,8,8.8
Mukesh Patel School of Technology Management and ,Western ,Maharashtra,Engineering,"4,52,000","5,01,500",8.2,8.1,8,7.8,8.7,8.1,8.3
Sardar Patel Institute of Technology ,Western ,Maharashtra,Engineering,"1,70,000","1,68,000",8.1,8.4,6.9,7.9,8.3,9.1,8.1
Shri Ramdeobaba College of Engineering and Management ,Western ,Maharashtra,Engineering,"1,45,000","1,25,000",8.1,8.3,7.6,8,7.9,8.3,8.2
Rashtrasant Tukadoji Maharaj Nagpur University ,Western ,Maharashtra,Engineering,"33,600","60,000",7.5,8,7.2,7.7,7.9,6.9,7.4
Yeshwantrao Chavan College of Engineering ,Western ,Maharashtra,Engineering,"1,51,801","1,53,328",7.6,7.7,7,7.6,8.2,7.2,7.6
Walchand College of Engineering ,Western ,Maharashtra,Engineering,"84,935","96,550",8.3,8.4,7.3,8.3,8.4,8.8,8.4
MIT World Peace University ,Western ,Maharashtra,Engineering,"3,10,000","1,90,000",8,8.1,7,8,8.5,7.7,8.4
Vishwakarma Institute of Information Technology ,Western ,Maharashtra,Engineering,"1,64,000","78,000",7.8,8.2,6.8,8.1,7.4,8,8.1
Ramrao Adik Institute of Technology ,Western ,Maharashtra,Engineering,"3,25,000","1,50,000",8.6,8.2,8,8.1,9,8.7,9.3
Sardar Patel College of Engineering ,Western ,Maharashtra,Engineering,"1,70,000","1,68,000",8,8.3,7.2,7.9,8,8.1,8.2
K. J. Somaiya College of Engineering ,Western ,Maharashtra,Engineering,"2,86,000","1,96,800",8.2,8.2,8,7.7,8.7,8,8.5
Pimpri Chinchwad College of Engineering ,Western ,Maharashtra,Engineering,"1,38,559","1,07,687",8.1,8.7,7.6,8.1,7.9,8.6,7.5
"MKSSS's Cummins College of Engineering for Women, ",Western ,Maharashtra,Engineering,"1,80,836","1,55,200",8.3,8.3,8,8.1,7.8,9,8.6
Dwarkadas J Sanghvi College of Engineering ,Western ,Maharashtra,Engineering,"1,94,000","1,39,000",8.2,8.2,7.7,8.2,8.4,8.3,8.2
Thakur College of Engineering and Technology ,Western ,Maharashtra,Engineering,"1,47,500","1,36,931",8.2,8.1,8,7.9,9.1,7.9,8.4
SVKM's Narsee Monjee Institute of Management Studies ,Western ,Maharashtra,Engineering,"3,02,000",0,8.2,8.5,6.8,8.6,8.3,8.3,8.7
"Amity University, Mumbai ",Western ,Maharashtra,Engineering,"2,22,000","1,50,000",8.1,7.9,7.6,8.2,8.4,7.8,8.6
"Vishwakarma Institute of Technology, Pune ",Western ,Maharashtra,Engineering,"1,79,895","88,765",7.5,8.1,6.5,7.9,6.5,7.8,8.4
Indian Institute of Information Technology ,Western ,Maharashtra,Engineering,"2,34,500","1,00,500",7.8,8.2,7.5,8,7.2,8.4,7.5
Tata Institute of Social Sciences ,Western ,Maharashtra,Engineering,0,0,8.6,9,8.1,8.9,8.6,8.4,8.6
"Shailesh J. Mehta School of Management, IIT ",Western ,Maharashtra,Management,"6,91,100","25,800",8,8.3,7.9,8.5,8.5,8.4,6.6
SP Jain Institute of Management and Research ,Western ,Maharashtra,Management,"17,50,000","1,50,000",8.7,9,8.3,9,8.8,9,8.1
"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Western ,Maharashtra,Management,"3,05,000",0,8.8,9.1,8.6,9.1,8.7,9.2,8.3
Symbiosis Institute of Business Management ,Western ,Maharashtra,Management,"9,80,000",0,8.8,8.7,8.8,8.8,9.1,8.9,8.3
Narsee Monjee Institute of Management Studies ,Western ,Maharashtra,Management,"6,02,000","3,02,000",8.1,8.4,7.6,8.5,8.1,7.9,8.2
Symbiosis Centre for Management and Human Resource ,Western ,Maharashtra,Management,"9,40,000","2,20,000",8,8,7.5,7.9,7.6,8.2,8.5
National Institute of Industrial Engineering ,Western ,Maharashtra,Management,"1,04,000","7,03,000",9,9,9,9,9,9.3,8.6
Prin. L. N. Welingkar Institute of Management ,Western ,Maharashtra,Management,"5,50,000","3,40,000",8,8.4,7.4,8.4,8.2,7.8,7.9
"Bharati Vidyapeeth University, Institute of Management and ",Western ,Maharashtra,Management,"2,25,000","1,00,000",8,8.4,7.5,8.5,8,7.7,7.9
"KJ Somaiya Institute of Management, Mumbai ",Western ,Maharashtra,Management,"8,17,290","3,32,455",8.3,8.3,7.9,8.2,8.7,7.9,8.5
Institute of Management Technology ,Western ,Maharashtra,Management,"6,42,000",0,8.6,8.4,8.6,8.5,9,7.9,8.9
"Sydenham Institute of Management Studies, Research & ",Western ,Maharashtra,Management,"1,38,000","16,000",8.9,9.1,8.8,9.1,8.6,9,8.5
Symbiosis Institute of International Business ,Western ,Maharashtra,Management,"7,90,000",0,8.4,8.4,7.9,8.5,8.7,8.1,8.9
Balaji Institute of Modern Management ,Western ,Maharashtra,Management,"4,80,000",0,8.2,8,8.2,8.9,8.2,8.1,7.9
SIES School of Business Studies ,Western ,Maharashtra,Management,"3,50,000",0,7.8,8.5,6.1,8.1,8.2,7.7,8.1
